Date of Detection,Species Detected,20,21,22,23
7/9/2022,Rat,False,False,False,True
7/9/2022,Red Fox,True,True,False,True
7/9/2022,Virginia Opossum,False,True,False,True
7/9/2022,White-tailed Deer,True,True,True,False
8/1/2021,45 Opossum,False,False,False,True
8/1/2021,Domestic Dog,True,True,True,False
8/1/2021,Gray Squirrel,True,False,False,False
8/1/2021,Mouse,False,False,False,True
8/1/2021,Nine-banded Armadillo,False,False,True,False
8/1/2021,Person,True,False,False,False
8/1/2021,Raccoon,False,False,True,False
8/1/2021,White-tailed Deer,False,True,False,False
8/1/2022,Coyote,False,True,False,False
8/1/2022,Nine-banded Armadillo,False,True,False,True
8/1/2022,Person,True,True,False,False
8/1/2022,Raccoon,True,True,True,True
8/1/2022,Rat,False,False,False,True
8/1/2022,Red Fox,False,False,True,False
8/1/2022,Striped Skunk,False,False,True,False
8/1/2022,Virginia Opossum,True,True,True,True
8/1/2022,White-tailed Deer,True,False,False,True
8/10/2022,Bird,True,False,False,False
8/10/2022,Cottontail,True,False,False,False
8/10/2022,Coyote,False,False,False,True
8/10/2022,Domestic Dog,False,False,False,True
8/10/2022,Nine-banded Armadillo,False,False,True,True
8/10/2022,Person,True,False,False,False
8/10/2022,Raccoon,True,True,False,True
8/10/2022,Red Fox,True,False,False,False
8/10/2022,Virginia Opossum,False,True,True,True
8/10/2022,White-tailed Deer,False,False,True,True
8/11/2022,Cottontail,False,False,False,True
8/11/2022,Domestic Dog,False,False,True,False
8/11/2022,Gray Squirrel,False,False,True,False
8/11/2022,Groundhog,False,False,True,False
8/11/2022,Nine-banded Armadillo,False,False,True,False
8/11/2022,Raccoon,True,True,False,True
8/11/2022,Virginia Opossum,False,True,False,True
8/11/2022,White-tailed Deer,True,False,False,False
8/12/2022,Groundhog,False,False,True,False
8/12/2022,Virginia Opossum,False,True,True,True
8/12/2022,White-tailed Deer,False,False,False,True
8/13/2022,Domestic Dog,False,False,True,False
8/13/2022,Person,False,False,False,True
8/13/2022,Virginia Opossum,True,False,False,False
8/14/2022,Domestic Cat,True,False,False,False
8/14/2022,Gray Squirrel,False,True,False,True
8/14/2022,Raccoon,False,True,False,False
8/14/2022,Virginia Opossum,True,False,False,False
8/15/2022,Raccoon,False,False,True,False
8/16/2022,Cottontail,True,False,False,False
8/16/2022,Nine-banded Armadillo,False,False,True,False
8/16/2022,Virginia Opossum,True,False,True,False
8/16/2022,White-tailed Deer,True,False,False,False
8/2/2021,45 Opossum,False,False,True,False
8/2/2021,Domestic Cat,False,True,False,False
8/2/2021,Domestic Dog,True,False,False,False
8/2/2021,Nine-banded Armadillo,False,False,False,True
8/2/2021,Raccoon,False,True,True,True
8/2/2021,Red Fox,False,False,True,False
8/2/2021,White-tailed Deer,False,False,False,True
8/2/2022,Domestic Cat,True,False,True,True
8/2/2022,Gray Squirrel,True,False,False,True
8/2/2022,Nine-banded Armadillo,False,True,False,False
8/2/2022,Raccoon,True,True,True,True
8/2/2022,Virginia Opossum,False,False,True,True
8/2/2022,White-tailed Deer,False,False,True,False
8/3/2021,45 Opossum,False,False,False,True
8/3/2021,Nine-banded Armadillo,False,False,False,True
8/3/2022,Cottontail,False,False,True,False
8/3/2022,Domestic Dog,True,False,False,False
8/3/2022,Nine-banded Armadillo,True,False,True,True
8/3/2022,Raccoon,True,True,True,True
8/3/2022,Red Fox,True,False,False,False
8/3/2022,Striped Skunk,False,False,True,False
8/3/2022,Virginia Opossum,True,True,True,True
8/3/2022,White-tailed Deer,False,False,True,False
8/4/2022,Coyote,False,True,False,False
8/4/2022,Domestic Cat,True,True,False,False
8/4/2022,Nine-banded Armadillo,False,False,True,True
8/4/2022,Person,False,False,True,False
8/4/2022,Raccoon,True,True,True,False
8/4/2022,Rat,False,False,False,True
8/4/2022,Striped Skunk,True,False,False,False
8/4/2022,Virginia Opossum,True,False,True,True
8/4/2022,White-tailed Deer,True,False,False,False
8/5/2022,Coyote,True,False,False,False
8/5/2022,Domestic Cat,False,False,False,True
8/5/2022,Nine-banded Armadillo,True,True,True,True
8/5/2022,Raccoon,True,True,True,True
8/5/2022,Virginia Opossum,True,True,False,True
8/5/2022,White-tailed Deer,False,False,False,True
8/6/2022,Cottontail,False,False,True,False
8/6/2022,Coyote,False,True,False,True
8/6/2022,Domestic Cat,True,False,False,False
8/6/2022,Domestic Dog,True,False,False,False
8/6/2022,Gray Fox,False,False,True,False
8/6/2022,Gray Squirrel,False,True,False,False
8/6/2022,Nine-banded Armadillo,True,False,False,False
8/6/2022,Person,False,False,False,True
8/6/2022,Raccoon,False,True,True,True
8/6/2022,Striped Skunk,True,False,False,True
8/6/2022,Virginia Opossum,True,True,True,True
8/6/2022,White-tailed Deer,True,False,True,False
8/7/2022,Coyote,True,False,False,False
8/7/2022,Domestic Cat,True,False,False,False
8/7/2022,Domestic Dog,True,False,False,False
8/7/2022,Gray Fox,False,True,False,False
8/7/2022,Nine-banded Armadillo,False,True,True,True
8/7/2022,Raccoon,True,True,True,False
8/7/2022,Virginia Opossum,False,True,True,True
8/7/2022,White-tailed Deer,True,False,True,True
8/8/2022,Bobcat,True,False,False,False
8/8/2022,Coyote,True,True,False,True
8/8/2022,Gray Fox,True,False,False,False
8/8/2022,Nine-banded Armadillo,False,True,True,True
8/8/2022,Person,True,False,False,False
8/8/2022,Raccoon,True,False,True,True
8/8/2022,Striped Skunk,False,False,False,True
8/8/2022,Virginia Opossum,True,True,True,True
8/8/2022,White-tailed Deer,True,True,False,True
8/9/2022,Domestic Cat,True,False,False,False
8/9/2022,Domestic Dog,False,False,False,True
8/9/2022,Gray Fox,False,False,True,False
8/9/2022,Gray Squirrel,False,True,False,False
8/9/2022,Nine-banded Armadillo,False,True,True,True
8/9/2022,Raccoon,False,False,False,True
8/9/2022,Virginia Opossum,True,True,True,False
8/9/2022,White-tailed Deer,True,False,True,True
